Instance,Difficulty,Class,n,Capacity,TotalWeight,TotalProfit,Method,Value,Time(ms),Nodes,Optimal,OptimalKnown,Gap(%)
02StronglyCorrelated_n00050_R01000_s005,facile,Unknown,50,12719,25693,30693,Complete_MILP_ORTools,16218,46,-1,true,-1,-1
02StronglyCorrelated_n00050_R01000_s005,facile,Unknown,50,12719,25693,30693,Probabilistic_Greedy,15780,1,0,false,-1,-1
02StronglyCorrelated_n00050_R01000_s005,facile,Unknown,50,12719,25693,30693,Incomplete_LNS,15508,1,29,false,-1,-1
02StronglyCorrelated_n00050_R01000_s006,facile,Unknown,50,13327,26922,31922,Complete_RatioFirst,16627,81,14644,true,-1,-1
02StronglyCorrelated_n00050_R01000_s006,facile,Unknown,50,13327,26922,31922,Complete_DomOverWDeg,16627,10772,1136336,true,-1,-1
02StronglyCorrelated_n00050_R01000_s006,facile,Unknown,50,13327,26922,31922,Complete_MILP_ORTools,16627,33,-1,true,-1,-1
02StronglyCorrelated_n00050_R01000_s006,facile,Unknown,50,13327,26922,31922,Probabilistic_Greedy,16023,1,0,false,-1,-1
02StronglyCorrelated_n00050_R01000_s006,facile,Unknown,50,13327,26922,31922,Incomplete_LNS,16007,0,28,false,-1,-1
02StronglyCorrelated_n00050_R01000_s007,facile,Unknown,50,10476,21163,26163,Complete_RatioFirst,14061,1,56,true,-1,-1
02StronglyCorrelated_n00050_R01000_s007,facile,Unknown,50,10476,21163,26163,Complete_DomOverWDeg,14061,855,83464,true,-1,-1
02StronglyCorrelated_n00050_R01000_s007,facile,Unknown,50,10476,21163,26163,Complete_MILP_ORTools,14061,15,-1,true,-1,-1
02StronglyCorrelated_n00050_R01000_s007,facile,Unknown,50,10476,21163,26163,Probabilistic_Greedy,13478,0,0,false,-1,-1
02StronglyCorrelated_n00050_R01000_s007,facile,Unknown,50,10476,21163,26163,Incomplete_LNS,13340,0,30,false,-1,-1
02StronglyCorrelated_n00050_R01000_s008,facile,Unknown,50,11822,23881,28881,Complete_RatioFirst,15419,1,51,true,-1,-1
02StronglyCorrelated_n00050_R01000_s008,facile,Unknown,50,11822,23881,28881,Complete_DomOverWDeg,15419,706,68061,true,-1,-1
02StronglyCorrelated_n00050_R01000_s008,facile,Unknown,50,11822,23881,28881,Complete_MILP_ORTools,15419,15,-1,true,-1,-1
02StronglyCorrelated_n00050_R01000_s008,facile,Unknown,50,11822,23881,28881,Probabilistic_Greedy,14461,0,0,false,-1,-1
02StronglyCorrelated_n00050_R01000_s008,facile,Unknown,50,11822,23881,28881,Incomplete_LNS,14676,1,30,false,-1,-1
02StronglyCorrelated_n00050_R01000_s009,facile,Unknown,50,10836,21889,26889,Complete_RatioFirst,14436,6,476,true,-1,-1
02StronglyCorrelated_n00050_R01000_s009,facile,Unknown,50,10836,21889,26889,Complete_DomOverWDeg,14436,374,36116,true,-1,-1
02StronglyCorrelated_n00050_R01000_s009,facile,Unknown,50,10836,21889,26889,Complete_MILP_ORTools,14435,14,-1,true,-1,-1
02StronglyCorrelated_n00050_R01000_s009,facile,Unknown,50,10836,21889,26889,Probabilistic_Greedy,13519,1,0,false,-1,-1
02StronglyCorrelated_n00050_R01000_s009,facile,Unknown,50,10836,21889,26889,Incomplete_LNS,13577,1,29,false,-1,-1
02StronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68616,Complete_RatioFirst,35617,718,5554,true,-1,-1
02StronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68616,Complete_DomOverWDeg,34417,300001,8207810,false,-1,-1
02StronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68616,Complete_MILP_ORTools,35617,54,-1,true,-1,-1
02StronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68616,Probabilistic_Greedy,34650,3,0,false,-1,-1
02StronglyCorrelated_n00100_R01000_s000,moyen,Unknown,100,29017,58616,68616,Incomplete_LNS,34154,32,53,false,-1,-1
02StronglyCorrelated_n00100_R01000_s001,moyen,Unknown,100,25391,51291,61291,Complete_RatioFirst,32291,2101,55596,true,-1,-1
02StronglyCorrelated_n00100_R01000_s001,moyen,Unknown,100,25391,51291,61291,Complete_DomOverWDeg,31391,300000,6194528,false,-1,-1
02StronglyCorrelated_n00100_R01000_s001,moyen,Unknown,100,25391,51291,61291,Complete_MILP_ORTools,32288,30,-1,true,-1,-1
02StronglyCorrelated_n00100_R01000_s001,moyen,Unknown,100,25391,51291,61291,Probabilistic_Greedy,31484,1,0,false,-1,-1
02StronglyCorrelated_n00100_R01000_s001,moyen,Unknown,100,25391,51291,61291,Incomplete_LNS,31036,28,58,false,-1,-1
02StronglyCorrelated_n00100_R01000_s002,moyen,Unknown,100,27381,55311,65311,Complete_RatioFirst,34181,882,13992,true,-1,-1
02StronglyCorrelated_n00100_R01000_s002,moyen,Unknown,100,27381,55311,65311,Complete_DomOverWDeg,33181,299999,7036284,false,-1,-1
02StronglyCorrelated_n00100_R01000_s002,moyen,Unknown,100,27381,55311,65311,Complete_MILP_ORTools,34179,17,-1,true,-1,-1
02StronglyCorrelated_n00100_R01000_s002,moyen,Unknown,100,27381,55311,65311,Probabilistic_Greedy,32225,2,0,false,-1,-1
02StronglyCorrelated_n00100_R01000_s002,moyen,Unknown,100,27381,55311,65311,Incomplete_LNS,32373,18,51,false,-1,-1
02StronglyCorrelated_n00100_R01000_s003,moyen,Unknown,100,26811,54159,64159,Complete_RatioFirst,33711,422,9493,true,-1,-1
02StronglyCorrelated_n00100_R01000_s003,moyen,Unknown,100,26811,54159,64159,Complete_DomOverWDeg,32911,300000,7622519,false,-1,-1
02StronglyCorrelated_n00100_R01000_s003,moyen,Unknown,100,26811,54159,64159,Complete_MILP_ORTools,33709,30,-1,true,-1,-1
02StronglyCorrelated_n00100_R01000_s003,moyen,Unknown,100,26811,54159,64159,Probabilistic_Greedy,32441,1,0,false,-1,-1
02StronglyCorrelated_n00100_R01000_s003,moyen,Unknown,100,26811,54159,64159,Incomplete_LNS,32003,27,53,false,-1,-1
02StronglyCorrelated_n00100_R01000_s004,moyen,Unknown,100,23881,48241,58241,Complete_RatioFirst,30981,60961,2268169,true,-1,-1
02StronglyCorrelated_n00100_R01000_s004,moyen,Unknown,100,23881,48241,58241,Complete_DomOverWDeg,30181,300001,7775103,false,-1,-1
02StronglyCorrelated_n00100_R01000_s004,moyen,Unknown,100,23881,48241,58241,Complete_MILP_ORTools,30979,19,-1,true,-1,-1
02StronglyCorrelated_n00100_R01000_s004,moyen,Unknown,100,23881,48241,58241,Probabilistic_Greedy,28977,1,0,false,-1,-1
02StronglyCorrelated_n00100_R01000_s004,moyen,Unknown,100,23881,48241,58241,Incomplete_LNS,29081,19,53,false,-1,-1
02StronglyCorrelated_n00100_R01000_s005,moyen,Unknown,100,24642,49777,59777,Complete_RatioFirst,31842,45,105,true,-1,-1
02StronglyCorrelated_n00100_R01000_s005,moyen,Unknown,100,24642,49777,59777,Complete_DomOverWDeg,30242,300000,8211714,false,-1,-1
02StronglyCorrelated_n00100_R01000_s005,moyen,Unknown,100,24642,49777,59777,Complete_MILP_ORTools,31841,22,-1,true,-1,-1
02StronglyCorrelated_n00100_R01000_s005,moyen,Unknown,100,24642,49777,59777,Probabilistic_Greedy,30812,2,0,false,-1,-1
02StronglyCorrelated_n00100_R01000_s005,moyen,Unknown,100,24642,49777,59777,Incomplete_LNS,30005,19,55,false,-1,-1
02StronglyCorrelated_n00100_R01000_s006,moyen,Unknown,100,25372,51252,61252,Complete_RatioFirst,32272,310,6974,true,-1,-1
02StronglyCorrelated_n00100_R01000_s006,moyen,Unknown,100,25372,51252,61252,Complete_DomOverWDeg,31572,300000,7051457,false,-1,-1
02StronglyCorrelated_n00100_R01000_s006,moyen,Unknown,100,25372,51252,61252,Complete_MILP_ORTools,32272,20,-1,true,-1,-1
02StronglyCorrelated_n00100_R01000_s006,moyen,Unknown,100,25372,51252,61252,Probabilistic_Greedy,31126,1,0,false,-1,-1
02StronglyCorrelated_n00100_R01000_s006,moyen,Unknown,100,25372,51252,61252,Incomplete_LNS,30166,20,49,false,-1,-1
02StronglyCorrelated_n00100_R01000_s007,moyen,Unknown,100,23305,47077,57077,Complete_RatioFirst,30405,222,3057,true,-1,-1
02StronglyCorrelated_n00100_R01000_s007,moyen,Unknown,100,23305,47077,57077,Complete_DomOverWDeg,29605,300000,6652433,false,-1,-1
02StronglyCorrelated_n00100_R01000_s007,moyen,Unknown,100,23305,47077,57077,Complete_MILP_ORTools,30405,33,-1,true,-1,-1
02StronglyCorrelated_n00100_R01000_s007,moyen,Unknown,100,23305,47077,57077,Probabilistic_Greedy,28901,1,0,false,-1,-1
02StronglyCorrelated_n00100_R01000_s007,moyen,Unknown,100,23305,47077,57077,Incomplete_LNS,29072,21,59,false,-1,-1
02StronglyCorrelated_n00100_R01000_s008,moyen,Unknown,100,22807,46071,56071,Complete_RatioFirst,30007,1658,43021,true,-1,-1
02StronglyCorrelated_n00100_R01000_s008,moyen,Unknown,100,22807,46071,56071,Complete_DomOverWDeg,30007,281756,5894544,true,-1,-1
02StronglyCorrelated_n00100_R01000_s008,moyen,Unknown,100,22807,46071,56071,Complete_MILP_ORTools,30005,31,-1,true,-1,-1
02StronglyCorrelated_n00100_R01000_s008,moyen,Unknown,100,22807,46071,56071,Probabilistic_Greedy,27951,0,0,false,-1,-1
02StronglyCorrelated_n00100_R01000_s008,moyen,Unknown,100,22807,46071,56071,Incomplete_LNS,28000,20,53,false,-1,-1
02StronglyCorrelated_n00100_R01000_s009,moyen,Unknown,100,22323,45093,55093,Complete_RatioFirst,29523,1862,40730,true,-1,-1
02StronglyCorrelated_n00100_R01000_s009,moyen,Unknown,100,22323,45093,55093,Complete_DomOverWDeg,29023,300001,6004388,false,-1,-1
02StronglyCorrelated_n00100_R01000_s009,moyen,Unknown,100,22323,45093,55093,Complete_MILP_ORTools,29522,17,-1,true,-1,-1
02StronglyCorrelated_n00100_R01000_s009,moyen,Unknown,100,22323,45093,55093,Probabilistic_Greedy,28522,1,0,false,-1,-1
02StronglyCorrelated_n00100_R01000_s009,moyen,Unknown,100,22323,45093,55093,Incomplete_LNS,27988,34,58,false,-1,-1
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Complete_RatioFirst,316372,300000,2299612,false,-1,-1
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Complete_DomOverWDeg,295372,300001,1395137,false,-1,-1
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Complete_MILP_ORTools,316372,119,-1,true,-1,-1
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Probabilistic_Greedy,300471,24,0,false,-1,-1
02StronglyCorrelated_n01000_R01000_s000,difficile,Unknown,1000,245972,496865,596865,Incomplete_LNS,294072,18,482,false,-1,-1
02StronglyCorrelated_n01000_R01000_s001,difficile,Unknown,1000,254777,514650,614650,Complete_RatioFirst,324577,300001,1952834,false,-1,-1
02StronglyCorrelated_n01000_R01000_s001,difficile,Unknown,1000,254777,514650,614650,Complete_DomOverWDeg,304477,300000,1289208,false,-1,-1
02StronglyCorrelated_n01000_R01000_s001,difficile,Unknown,1000,254777,514650,614650,Complete_MILP_ORTools,324575,98,-1,true,-1,-1
02StronglyCorrelated_n01000_R01000_s001,difficile,Unknown,1000,254777,514650,614650,Probabilistic_Greedy,307868,24,0,false,-1,-1
02StronglyCorrelated_n01000_R01000_s001,difficile,Unknown,1000,254777,514650,614650,Incomplete_LNS,306476,11,518,false,-1,-1
02StronglyCorrelated_n01000_R01000_s002,difficile,Unknown,1000,249752,504500,604500,Complete_RatioFirst,319752,300000,1800977,false,-1,-1
02StronglyCorrelated_n01000_R01000_s002,difficile,Unknown,1000,249752,504500,604500,Complete_DomOverWDeg,299852,300000,1677997,false,-1,-1
02StronglyCorrelated_n01000_R01000_s002,difficile,Unknown,1000,249752,504500,604500,Complete_MILP_ORTools,319752,300272,-1,false,-1,-1
02StronglyCorrelated_n01000_R01000_s002,difficile,Unknown,1000,249752,504500,604500,Probabilistic_Greedy,302550,28,0,false,-1,-1
02StronglyCorrelated_n01000_R01000_s002,difficile,Unknown,1000,249752,504500,604500,Incomplete_LNS,299449,21,498,false,-1,-1
02StronglyCorrelated_n01000_R01000_s003,difficile,Unknown,1000,246057,497036,597036,Complete_RatioFirst,316492,300001,1969230,false,-1,-1
02StronglyCorrelated_n01000_R01000_s003,difficile,Unknown,1000,246057,497036,597036,Complete_DomOverWDeg,295257,299999,1411523,false,-1,-1
02StronglyCorrelated_n01000_R01000_s003,difficile,Unknown,1000,246057,497036,597036,Complete_MILP_ORTools,316556,345,-1,true,-1,-1
02StronglyCorrelated_n01000_R01000_s003,difficile,Unknown,1000,246057,497036,597036,Probabilistic_Greedy,298443,23,0,false,-1,-1
02StronglyCorrelated_n01000_R01000_s003,difficile,Unknown,1000,246057,497036,597036,Incomplete_LNS,294856,11,489,false,-1,-1
02StronglyCorrelated_n01000_R01000_s004,difficile,Unknown,1000,251539,508110,608110,Complete_RatioFirst,322039,300001,1856926,false,-1,-1
02StronglyCorrelated_n01000_R01000_s004,difficile,Unknown,1000,251539,508110,608110,Complete_DomOverWDeg,301139,300001,2672964,false,-1,-1
02StronglyCorrelated_n01000_R01000_s004,difficile,Unknown,1000,251539,508110,608110,Complete_MILP_ORTools,322038,309,-1,true,-1,-1
02StronglyCorrelated_n01000_R01000_s004,difficile,Unknown,1000,251539,508110,608110,Probabilistic_Greedy,307636,27,0,false,-1,-1
02StronglyCorrelated_n01000_R01000_s004,difficile,Unknown,1000,251539,508110,608110,Incomplete_LNS,300639,13,492,false,-1,-1
02StronglyCorrelated_n01000_R01000_s005,difficile,Unknown,1000,243336,491540,591540,Complete_RatioFirst,314136,300000,1846983,false,-1,-1
02StronglyCorrelated_n01000_R01000_s005,difficile,Unknown,1000,243336,491540,591540,Complete_DomOverWDeg,292436,300000,1310021,false,-1,-1
02StronglyCorrelated_n01000_R01000_s005,difficile,Unknown,1000,243336,491540,591540,Complete_MILP_ORTools,314136,115,-1,true,-1,-1
02StronglyCorrelated_n01000_R01000_s005,difficile,Unknown,1000,243336,491540,591540,Probabilistic_Greedy,298618,20,0,false,-1,-1
02StronglyCorrelated_n01000_R01000_s005,difficile,Unknown,1000,243336,491540,591540,Incomplete_LNS,292735,20,495,false,-1,-1
02StronglyCorrelated_n01000_R01000_s006,difficile,Unknown,1000,242395,489638,589638,Complete_RatioFirst,313495,300000,1910486,false,-1,-1
02StronglyCorrelated_n01000_R01000_s006,difficile,Unknown,1000,242395,489638,589638,Complete_DomOverWDeg,292995,300001,1612474,false,-1,-1
02StronglyCorrelated_n01000_R01000_s006,difficile,Unknown,1000,242395,489638,589638,Complete_MILP_ORTools,313495,235,-1,true,-1,-1
02StronglyCorrelated_n01000_R01000_s006,difficile,Unknown,1000,242395,489638,589638,Probabilistic_Greedy,298291,26,0,false,-1,-1
02StronglyCorrelated_n01000_R01000_s006,difficile,Unknown,1000,242395,489638,589638,Incomplete_LNS,291194,16,489,false,-1,-1
02StronglyCorrelated_n01000_R01000_s007,difficile,Unknown,1000,238732,482240,582240,Complete_RatioFirst,310332,300001,1854275,false,-1,-1
02StronglyCorrelated_n01000_R01000_s007,difficile,Unknown,1000,238732,482240,582240,Complete_DomOverWDeg,287432,300001,2268387,false,-1,-1
02StronglyCorrelated_n01000_R01000_s007,difficile,Unknown,1000,238732,482240,582240,Complete_MILP_ORTools,310332,300334,-1,false,-1,-1
02StronglyCorrelated_n01000_R01000_s007,difficile,Unknown,1000,238732,482240,582240,Probabilistic_Greedy,293305,30,0,false,-1,-1
02StronglyCorrelated_n01000_R01000_s007,difficile,Unknown,1000,238732,482240,582240,Incomplete_LNS,288931,14,503,false,-1,-1
02StronglyCorrelated_n01000_R01000_s008,difficile,Unknown,1000,250298,505602,605602,Complete_RatioFirst,320098,300000,1796792,false,-1,-1
02StronglyCorrelated_n01000_R01000_s008,difficile,Unknown,1000,250298,505602,605602,Complete_DomOverWDeg,300198,300000,1544933,false,-1,-1
02StronglyCorrelated_n01000_R01000_s008,difficile,Unknown,1000,250298,505602,605602,Complete_MILP_ORTools,320097,345,-1,true,-1,-1
02StronglyCorrelated_n01000_R01000_s008,difficile,Unknown,1000,250298,505602,605602,Probabilistic_Greedy,304598,32,0,false,-1,-1
02StronglyCorrelated_n01000_R01000_s008,difficile,Unknown,1000,250298,505602,605602,Incomplete_LNS,299395,19,492,false,-1,-1
02StronglyCorrelated_n01000_R01000_s009,difficile,Unknown,1000,239451,483692,583692,Complete_RatioFirst,310651,300001,2358710,false,-1,-1
02StronglyCorrelated_n01000_R01000_s009,difficile,Unknown,1000,239451,483692,583692,Complete_DomOverWDeg,289851,299999,4270429,false,-1,-1
02StronglyCorrelated_n01000_R01000_s009,difficile,Unknown,1000,239451,483692,583692,Complete_MILP_ORTools,310650,445,-1,true,-1,-1
02StronglyCorrelated_n01000_R01000_s009,difficile,Unknown,1000,239451,483692,583692,Probabilistic_Greedy,292534,15,0,false,-1,-1
02StronglyCorrelated_n01000_R01000_s009,difficile,Unknown,1000,239451,483692,583692,Incomplete_LNS,289350,11,500,false,-1,-1
